,index,Unnamed: 0,abstract,president
243,243,243,"On gay rights, South Africa puts President Obama to shame.",Obama
244,244,244,"As President Obama prepares for a second term, he could continue filling some cabinet posts with white men or break old patterns by tapping women and minorities.",Obama
245,245,245,President Obama’s move intensifies the pressure on President Bashar al-Assad and marks a new phase of American engagement in the bitter conflict.,Obama
246,246,246,"A small tax increase on just about everyone, if tied to a future pairing of taxes and spending cuts, might start to change America’s fiscal policy for the better.",Obama
247,247,247,"Bahrain, our ally, is so determined to keep its repression from making headlines that it keeps American journalists, including yours truly, out of the country.",Obama
248,248,248,Where are the alternatives to centrist arrogance and right-wing folly?,Obama
249,249,249,The N.R.A. solves the puzzle on gun violence: it’s the media’s fault.,Obama
250,250,250,The latest political news from today’s Times plus a look at the weekly addresses.,Obama
251,251,251,President Obama and Speaker John Boehner met privately at the White House as a top Republican senator suggested that his party should perhaps accede to Mr. Obama’s demand to raise the top tax rates so that the attention can shift to making serious cuts in benefit programs like Medicare and Medicaid.,Obama
252,252,252,"An opposition still bitter about President Obama’s victory is unwilling to bend  on social policy, economics or foreign affairs, severely limiting the president.",Obama
253,253,253,Did that National Rifle Association press conference have you wondering if the world had imploded per the Mayan calendar after all? No wonder!,Obama
254,254,254,"Bashar al-Assad’s fall would not mean the end of Syria’s troubles. A negotiated peace, rather than a rebel triumph, offers the best chance for stability.",Obama
255,255,255,Many of the most memorable style moments of 2012 are symptomatic of an industry in which the players are struggling to retain their relevancy and their shares of the pie.,Obama
256,256,256,"The appointment of Senator John Kerry, an established Obama loyalist, to be secretary of state is likely to further centralize decisions in the White House.",Obama
257,257,257,"By defeating his tax proposal, House Republicans left Speaker John A. Boehner in a familiar position — alone in deciding whether to continue seeking a deal with the White House.",Obama
258,258,258,If the two parties just knew a little more about each other we might have a deal on the “fiscal cliff” already.,Obama
259,259,259,"President Obama took to the road again in the fiscal debate, touring a German-owned truck factory in Michigan where a new investment of $120 million was announced.",Obama
260,260,260,"For a change, progressives can give thanks to the G.O.P. crazies this year.",Obama
261,261,261,TimesCast Politics: The history and future of gun-control legislation. | The upcoming challenges for the Democratic Party. | The sharp divide on the fiscal talks.,Obama
262,262,262,Boehner and McConnell claim the Democrats have done nothing.,Obama
263,263,263,President Obama has offered a tax plan that would raise $1.4 trillion in revenue over 10 years by increasing taxes on top earners. How different variations on the plan could affect how much money is raised:,Obama
264,264,264,Speaker John A. Boehner abruptly halted efforts to pass fallback legislation to prevent a fiscal crisis after conservative Republicans refused to allow taxes to rise even on the most affluent.,Obama
265,265,265,Can the kind of empathy driving a new push on gun control carry over to climate change?,Obama
266,266,266,"I grew up in Wales, as a farmer’s son, with a gun in the house for every member of the family. But I cannot comprehend America’s failure to control gun possession.",Obama
267,267,267,"President Obama’s call for ideas to make the nation safer from guns needs to focus on weapons, not abstractions or distractions.",Obama
268,268,268,"Something akin to a high-stakes poker game, rabid ferrets, a surprise Plan B. These fiscal-cliff negotiations have it all!",Obama
269,269,269,More details about the lives lost to gun violence since the Connecticut school shooting that President Obama discussed Wednesday.,Obama
270,270,270,"The Patient Protection and Affordable Care Act appears here to stay, but many of those it is supposed to help still do not understand what the law can do for them, officials have found.",Obama
271,271,271,"President Obama spoke to reporters about his plans to introduce legislation in response to the shootings at a Connecticut elementary school. Reporters had a different priority. And their critics, via Twitter, had an immediate response.",Obama
272,272,272,Chuck Hagel is the wrong man to be U.S. secretary of defense — at least from Israel’s perspective.,Obama
273,273,273,The Russian Parliament approved the measure in retaliation for a law signed by President Obama last week that seeks to punish Russian citizens who are accused of violating human rights.,Obama
274,274,274,"President Obama has ordered Vice President Joseph R. Biden Jr. to lead an interagency group to develop a multifaceted response to last week’s mass shooting at a Connecticut school, a White House official said.",Obama
275,275,275,"The flurry of proposals for responding to the massacre in Newtown, Conn., have come from all quarters: The White House, members of Congress, advocacy organizations, religious leaders, governors and state and county legislators.",Obama
