,abstract,president
265,House investigators on Tuesday released transcripts from two more closed-door depositions.,Trump
266,The top White House lawyer is less resistant to President Trump’s whims and wishes than his previous counsel.,Trump
267,Polls have shown that Americans think war with Iran is more likely than it was before President Trump took office.,Trump
268,Now why would that be?,Trump
269,Swipe right for Bernie? Tell us how you signal what you’re looking for politically in an online match.,Trump
270,President Trump addressed the nation after Iran launched missiles at two military bases housing U.S. troops in Iraq.,Trump
271,Gordon D. Sondland recounted how he told Ukrainian officials that military aid was tied to their commitment to investigations President Trump wanted.,Trump
272,The president and his allies are trying to make Democratic plans to reform law enforcement a potent campaign issue.,Trump
273,"Ms. Raskin, who worked in the Justice Department in the Reagan administration, has been a constant but little-known presence in Mr. Trump’s orbit since the Mueller inquiry.",Trump
274,"Successful in raising small contributions online and six-figure ones from wealthy donors, the campaign now wants to tap into supporters who can “bundle” contributions from friends and business associates.",Trump
275,The president also asserted that he did not believe American citizens had a right to more details on the intelligence that prompted the killing of an Iranian general.,Trump
276,"The president, addressing supporters in Ohio, said that he had killed a “bloodthirsty terror” and slammed Democrats for seeking to restrain his power to make war.",Trump
277,"The ads will begin appearing on television in Wisconsin next month, and in Florida, Pennsylvania and Michigan in March.",Trump
278,"His every thought appears on Twitter, but where are his tax returns, documents on Ukraine and receipts for his travels?",Trump
279,"Some executives at small companies have reservations about President Trump, but also concerns about Bernie Sanders and Elizabeth Warren.",Trump
280,The initial deal between the United States and China is eclipsed by several others in size — including one negotiated under his administration.,Trump
281,Michael R. Bloomberg’s presidential campaign has secured 60 seconds’ worth of advertising during the game on Feb. 2. President Trump’s re-election campaign announced it had done the same.,Trump
282,The House is expected to vote on Thursday on a resolution to force the president to halt any military action against Iran unless Congress authorizes it.,Trump
283,"“A Very Stable Genius,” by the Washington Post reporters Philip Rucker and Carol Leonnig, is among the most closely observed accounts of Donald J. Trump’s time in office to date.",Trump
284,The administration has sacrificed a crucial relationship with Iraq at the altar of a dangerous policy on Iran.,Trump
285,"Friend and foe alike are left puzzled over what President Trump aimed to achieve by killing a top Iranian general, what he might do next or how Tehran could mollify him.",Trump
286,He is still coming for your coverage — and lying about it.,Trump
287,"The former national security adviser, who has complied with a White House directive not to cooperate in the inquiry, said he would testify if the Senate subpoenaed him.",Trump
288,"“George W. Bush respected us enough to put some effort into his lies, remember?” Colbert said, comparing the Iran crisis to the 2003 Iraq invasion.",Trump
